RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
9778,15777743,Cattaneo,705,France,Female,39,3,92224.56,1,1,1,54517.25
9779,15623143,Lung,732,France,Female,43,9,0,2,1,0,183147.17
9780,15712568,Angelo,515,Spain,Male,40,10,121355.99,1,1,0,138360.29
9781,15617432,Folliero,816,Germany,Female,40,9,109003.26,1,1,1,79580.56
9782,15650424,Bryant,641,France,Female,48,3,147341.43,1,1,1,157458.61
9783,15728829,Weigel,509,France,Male,18,7,102983.91,1,1,0,171770.58
9784,15680430,Ajuluchukwu,601,Germany,Female,49,4,96252.98,2,1,0,104263.82
9785,15687626,Zhirov,527,France,Male,39,4,0,2,1,0,167183.07
9786,15609187,Cox,455,France,Female,27,5,155879.09,2,0,0,70774.97
9787,15609521,Chimaraoke,803,Germany,Male,34,4,142929.16,2,1,1,114869.56
9788,15752626,Genovese,553,France,Male,32,7,64082.09,1,0,1,109159.58
9789,15571756,Ohearn,724,France,Female,28,5,0,1,1,0,59351.68
9790,15814040,Munroe,610,France,Female,45,1,0,2,1,1,199657.46
9791,15658211,Morrison,559,Spain,Female,39,2,0,2,1,1,121151.1
9792,15742091,Parkhill,825,Germany,Female,35,6,118336.95,1,1,0,26342.33
9793,15787168,Y?,819,Spain,Female,28,8,168253.21,1,1,1,102799.14
9794,15772363,Hilton,772,Germany,Female,42,0,101979.16,1,1,0,90928.48
9795,15659364,Thompson,685,Spain,Male,23,5,164902.43,1,0,0,141152.28
9796,15738980,Yobanna,506,France,Male,43,2,0,2,1,0,105568.6
9797,15794236,Thorpe,642,Germany,Male,22,10,111812.52,2,1,1,183045.46
9798,15721383,Harvey,627,Spain,Male,40,10,0,2,1,1,194792.42
9799,15652981,Robinson,600,Germany,Male,30,2,119755,1,1,1,21852.91
9800,15722731,Manna,653,France,Male,46,0,119556.1,1,1,0,78250.13
9801,15640507,Li,762,Spain,Female,35,3,119349.69,3,1,1,47114.18
9802,15578878,Hancock,569,Spain,Female,30,3,139528.23,1,1,1,33230.37
9803,15744295,Hao,756,France,Male,40,1,94773.11,1,1,0,114279.63
9804,15776558,Nicholls,673,France,Male,31,1,108345.22,1,0,1,38802.03
9805,15596136,Folliero,637,France,Female,36,9,166939.88,1,1,1,72504.76
9806,15704597,Trumbull,644,France,Male,33,7,174571.36,1,0,1,43943.09
9807,15648272,Medvedeva,658,Spain,Male,35,9,71829.34,1,1,1,68141.92
9808,15594915,Crist,649,France,Female,36,8,0,2,0,1,109179.89
9809,15581115,Middleton,603,France,Female,39,9,76769.68,1,0,0,48224.72
9810,15763907,Watts,820,France,Female,39,1,104614.29,1,1,0,61538.43
9811,15705994,Udinese,712,Spain,Male,27,10,0,1,1,0,94544.88
9812,15772421,Tretiakov,645,Germany,Female,31,1,128927.93,1,1,1,2850.01
9813,15711572,O'Kane,705,Germany,Female,31,9,110941.93,2,1,0,163484.8
9814,15691170,Vasilyeva,590,Spain,Female,29,10,99250.08,1,1,1,129629.41
9815,15600106,Wei,631,France,Male,36,1,0,2,0,0,133141.34
9816,15745431,Chinonyelum,604,France,Male,34,7,0,2,1,1,188078.55
9817,15649508,Chin,643,Spain,Male,48,8,0,2,1,0,174729.3
9818,15812611,Lorimer,690,Spain,Female,30,5,0,2,0,1,78700.03
9819,15619699,Yeh,558,France,Male,31,7,0,1,1,0,198269.08
9820,15813946,Duffy,637,Germany,Male,51,1,104682.83,1,1,0,55266.96
9821,15762762,Onyekachukwu,648,Germany,Female,45,5,118886.55,1,0,0,51636.7
9822,15629793,Banks,652,Spain,Male,28,8,156823.7,2,1,0,198251.52
9823,15781298,Hughes,808,Germany,Male,39,3,124216.93,1,0,1,171442.36
9824,15622658,Lai,551,France,Female,26,2,144258.52,1,1,0,49778.79
9825,15658980,Matthews,711,Germany,Male,26,9,128793.63,1,1,0,19262.05
9826,15701936,Bell,467,Germany,Male,28,10,126315.26,1,1,0,32349.29
9827,15686917,Tu,789,Spain,Female,40,4,0,2,1,0,137402.27
9828,15807312,Hsia,602,Spain,Male,33,5,0,2,0,1,64038.34
9829,15574523,Cheng,576,France,Male,39,1,0,2,1,1,68814.23
9830,15724200,Cheng,584,France,Male,38,1,115341.55,1,0,1,173632.92
9831,15738224,Lin,593,France,Male,32,6,99162.29,1,1,0,128384.11
9832,15593283,Higgins,705,Germany,Female,48,1,156848.13,2,1,1,99475.95
9833,15814690,Chukwujekwu,595,Germany,Female,64,2,105736.32,1,1,1,89935.73
9834,15807245,McKay,699,Germany,Female,41,1,200117.76,2,1,0,94142.35
9835,15799358,Vincent,516,France,Female,46,6,62212.29,1,0,1,171681.86
9836,15616172,Ubanwa,838,France,Male,31,2,0,2,1,0,8222.96
9837,15777958,Ch'ien,587,France,Male,39,10,0,2,1,1,170409.45
9838,15809124,T'ien,750,France,Male,38,5,151532.4,1,1,1,46555.15
9839,15616367,Ricci,581,Germany,Male,39,1,121523.51,1,0,0,161655.55
9840,15687385,McDowell,484,France,Male,41,5,0,1,1,1,74267.35
9841,15607877,Maclean,576,Spain,Male,26,8,0,2,0,1,34101.06
9842,15736327,Manna,567,Germany,Female,46,1,68238.51,2,1,1,109572.58
9843,15746704,Jibunoh,638,Spain,Male,30,9,136808.53,2,1,1,106642.97
9844,15778304,Fan,646,Germany,Male,24,0,92398.08,1,1,1,18897.29
9845,15588456,Hsieh,658,France,Female,40,5,143566.12,1,1,1,189607.71
9846,15664035,Parsons,590,Spain,Female,38,9,0,2,1,1,148750.16
9847,15596405,Udinese,546,Spain,Male,25,7,127728.24,2,1,1,105279.74
9848,15815097,Root,603,France,Female,34,9,0,2,1,0,167916.35
9849,15762708,Chiemezie,619,Spain,Female,38,10,119658.49,1,1,1,8646.58
9850,15776211,Toscani,678,France,Female,34,6,0,2,1,1,124592.84
9851,15626012,Obidimkpa,459,France,Male,26,4,149879.66,1,0,0,50016.17
9852,15792077,Degtyaryov,671,Germany,Male,28,8,119859.52,2,1,0,125422.66
9853,15718765,Maclean,501,Spain,Male,43,6,104533.24,1,0,0,81123.59
9854,15576615,Giordano,719,Spain,Male,37,10,145382.61,1,1,0,80408.59
9855,15752650,Saad,681,Spain,Female,37,6,121231.39,1,1,1,146366.08
9856,15797502,Lord,706,Spain,Male,24,2,141078.57,1,1,1,24402.87
9857,15687329,Hope,763,Germany,Female,32,1,108465.65,2,1,0,60552.44
9858,15779423,K?,716,France,Male,39,1,70657.61,2,1,1,76476.05
9859,15619514,Bull,507,Germany,Male,40,3,120105.43,1,1,0,92075.01
9860,15615430,Adams,678,Germany,Male,55,4,129646.91,1,1,1,184125.1
9861,15716431,Brookes,775,France,Female,30,10,191091.74,2,1,1,96170.38
9862,15798341,Victor,544,France,Male,38,8,0,1,1,1,98208.62
9863,15651958,Giles,756,France,Male,27,8,0,2,1,1,157932.75
9864,15726179,Ferrari,757,Germany,Female,43,5,131433.33,2,1,1,3497.43
9865,15652999,Milne,742,Germany,Male,33,1,137937.95,1,1,1,51387.1
9866,15691950,Parry,591,France,Male,49,3,0,2,1,0,50123.44
9867,15632446,Allan,667,France,Male,24,4,0,2,0,0,180329.83
9868,15620936,Warren,787,France,Male,32,4,0,2,1,1,13238.93
9869,15587640,Rowntree,718,France,Female,43,0,93143.39,1,1,0,167554.86
9870,15782231,Andrejew,521,France,Male,38,6,0,2,1,0,51454.06
9871,15580462,Corby,607,Spain,Male,40,1,112544.45,1,1,1,19842.22
9872,15736371,Kennedy,633,France,Female,34,3,123034.43,2,1,1,38315.04
9873,15648032,Young,588,Spain,Male,37,2,0,2,0,1,187816.59
9874,15610454,Poole,724,Germany,Female,33,9,119278.44,1,1,1,197148.24
9875,15671358,Fletcher,720,France,Male,44,4,0,2,1,0,163471.01
9876,15747130,Tsao,521,France,Male,39,7,0,2,0,1,653.58
9877,15578374,Gilroy,620,Spain,Male,36,7,169312.72,1,1,0,45414.09
9878,15572182,Onwuamaeze,505,Germany,Female,33,3,106506.77,3,1,0,45445.78
9879,15770041,Manna,728,Spain,Female,43,8,128412.61,1,0,1,139024.31
9880,15669414,Pisano,486,Germany,Male,62,9,118356.89,2,1,0,168034.83
9881,15777054,Thorpe,584,Germany,Male,42,3,137479.13,1,1,0,25669.1
9882,15621021,Dwyer,687,Spain,Female,40,1,0,2,1,0,8207.36
9883,15785490,Okeke,771,France,Male,50,3,105229.72,1,1,1,16281.68
9884,15577695,Zito,678,France,Male,41,2,148088.11,1,1,0,14083.12
9885,15686974,Sergeyeva,751,France,Female,48,4,0,1,0,1,30165.06
9886,15574584,Fang,670,France,Male,33,8,126679.69,1,1,1,39451.09
9887,15719541,Flannagan,675,Spain,Male,31,2,90826.27,2,1,0,60270.87
9888,15646310,Mao,684,Spain,Male,24,8,143582.89,1,1,1,22527.27
9889,15697606,Sturdee,637,France,Female,21,10,125712.2,1,0,0,175072.47
9890,15711489,Azikiwe,760,Spain,Female,32,2,0,1,1,1,114565.35
9891,15670427,Chidi,662,Spain,Male,37,4,155187.3,1,1,0,48930.8
9892,15731755,Hull,680,France,Male,49,10,0,2,1,0,187008.45
9893,15796370,Shah,604,Spain,Male,40,5,155455.43,1,0,1,113581.85
9894,15598331,Morgan,764,France,Female,40,9,100480.53,1,1,0,124095.69
9895,15704795,Vagin,521,France,Female,77,6,0,2,1,1,49054.1
9896,15796764,Bruno,684,Germany,Female,56,3,127585.98,3,1,1,80593.49
9897,15589420,Osinachi,795,France,Female,40,2,101891.1,1,1,1,183044.86
9898,15810563,Ho,678,Spain,Female,61,8,0,2,1,1,159938.82
9899,15746569,Tsui,589,France,Male,38,4,0,1,1,0,95483.48
9900,15811594,Gordon,660,Spain,Female,28,3,128929.88,1,1,1,198069.71
9901,15645896,Duncan,646,Germany,Male,39,6,121681.91,2,0,1,61793.47
9902,15802909,Hu,706,Germany,Female,56,3,139603.22,1,1,1,86383.61
9903,15797665,Docherty,730,France,Female,27,7,0,2,1,0,144099.48
9904,15778959,Brookes,606,France,Female,36,10,0,2,0,1,155641.46
9905,15722532,Angelo,690,Spain,Female,36,10,91760.11,1,1,1,135784.94
9906,15784124,Emenike,645,Germany,Male,41,2,93925.3,1,1,0,123982.14
9907,15776518,Pugh,579,France,Female,38,4,175739.36,1,1,1,193130.55
9908,15611247,McKenzie,481,France,Female,28,10,0,2,1,0,145215.96
9909,15721469,Mach,492,Germany,Male,45,9,170295.04,2,0,0,164741.81
9910,15773338,Endrizzi,739,France,Male,58,2,101579.28,1,1,1,72168.53
9911,15784042,L?,624,France,Male,55,7,118793.6,1,1,1,95022.02
9912,15776229,MacPherson,682,France,Male,44,3,115282.3,1,0,0,23766.4
9913,15655903,Michael,701,Spain,Female,34,6,107980.37,1,1,1,119374.74
9914,15590177,Chiedozie,718,France,Female,44,1,133866.22,1,0,1,139049.24
9915,15568876,Hughes,496,France,Female,34,1,102723.35,2,1,0,180844.81
9916,15813140,Taylor,543,Spain,Male,41,5,0,2,0,1,143980.29
9917,15770516,Evdokimov,616,Spain,Female,44,7,193213.02,2,1,1,137392.77
9918,15755731,Davis,635,Germany,Male,53,8,117005.55,1,0,1,123646.57
9919,15574480,Ubanwa,652,Spain,Male,31,1,132862.59,1,0,0,158054.49
9920,15798084,Murray,688,France,Male,26,0,0,2,1,0,105784.85
9921,15673020,Smith,678,France,Female,49,3,204510.94,1,0,1,738.88
9922,15643575,Evseev,757,Germany,Male,36,1,65349.71,1,0,0,64539.64
9923,15596811,Mitchell,667,France,Male,36,8,139753.35,1,1,0,79871.16
9924,15786789,Ni,725,France,Female,29,6,0,2,1,1,190776.83
9925,15578865,Palerma,632,Germany,Female,50,5,107959.39,1,1,1,6985.34
9926,15605672,Yuan,694,France,Female,38,5,195926.39,1,1,1,85522.84
9927,15603674,Knight,803,France,Male,36,1,0,2,1,1,149370.93
9928,15759915,Rapuokwu,814,France,Female,31,6,87772.52,1,1,0,188516.45
9929,15686219,Wan,611,France,Male,38,4,71018.6,2,1,0,2444.29
9930,15696388,Artamonova,755,Germany,Male,38,4,111096.91,1,1,1,19762.88
9931,15713604,Rossi,425,Germany,Male,40,9,166776.6,2,0,1,172646.88
9932,15647800,Greco,850,France,Female,34,6,101266.51,1,1,0,33501.98
9933,15813451,Fleetwood-Smith,677,Spain,Male,18,8,134796.87,2,1,1,114858.9
9934,15765375,Butusov,797,France,Female,46,8,0,1,0,0,162668.33
9935,15774586,West,692,Germany,Female,43,10,118588.83,1,1,1,161241.65
9936,15603454,Sanders,735,Germany,Male,28,5,160454.15,2,0,1,114957.22
9937,15653037,Parks,609,France,Male,77,1,0,1,0,1,18708.76
9938,15782475,Edith,700,France,Female,42,8,0,2,1,1,105305.72
9939,15593496,Korovin,526,Spain,Female,36,5,91132.18,1,0,0,58111.71
9940,15808971,Lajoie,693,Spain,Female,57,9,0,2,1,1,135502.77
9941,15791972,Bergamaschi,748,France,Female,20,7,0,2,0,0,10792.42
9942,15676869,T'ien,657,Spain,Male,36,8,0,2,0,1,123866.43
9943,15683007,Torode,739,Germany,Female,25,5,113113.12,1,1,0,129181.27
9944,15659495,Fu,784,Spain,Male,23,2,0,1,1,1,6847.73
9945,15703923,Cameron,744,Germany,Male,41,7,190409.34,2,1,1,138361.48
9946,15674000,Cattaneo,645,France,Male,44,10,0,2,0,1,166707.22
9947,15618171,James,669,France,Female,33,9,0,2,0,1,107221.03
9948,15732202,Abramovich,615,France,Male,34,1,83503.11,2,1,1,73124.53
9949,15735078,Onwughara,724,Germany,Female,53,1,139687.66,2,1,1,12913.92
9950,15798615,Wan,850,France,Female,47,9,137301.87,1,1,0,44351.77
9951,15638494,Salinas,625,Germany,Female,39,10,129845.26,1,1,1,96444.88
9952,15763874,Ho,635,Spain,Male,46,8,0,2,1,1,60739.16
9953,15696355,Cleveland,724,Germany,Male,37,6,125489.4,1,1,0,118570.53
9954,15655952,Burke,550,France,Male,47,2,0,2,1,1,97057.28
9955,15739850,Trentino,645,France,Male,45,6,155417.61,1,0,1,3449.22
9956,15611338,Kashiwagi,714,Spain,Male,29,4,0,2,1,1,37605.9
9957,15707861,Nucci,520,France,Female,46,10,85216.61,1,1,0,117369.52
9958,15672237,Oluchi,633,France,Male,25,1,0,1,1,0,100598.98
9959,15657771,Ts'ui,537,France,Male,37,6,0,1,1,1,17802.42
9960,15677783,Graham,764,Spain,Male,38,4,113607.47,1,1,0,91094.46
9961,15681026,Lucciano,795,Germany,Female,33,9,104552.72,1,1,1,120853.83
9962,15566543,Aldridge,573,Spain,Male,44,9,0,2,1,0,107124.17
9963,15594612,Flynn,702,Spain,Male,44,9,0,1,0,0,59207.41
9964,15814664,Scott,740,Germany,Male,33,2,126524.11,1,1,0,136869.31
9965,15642785,Douglas,479,France,Male,34,5,117593.48,2,0,0,113308.29
9966,15690164,Shao,627,Germany,Female,33,4,83199.05,1,0,0,159334.93
9967,15590213,Ch'en,479,Spain,Male,35,4,125920.98,1,1,1,20393.44
9968,15603794,Pugliesi,623,France,Male,48,5,118469.38,1,1,1,158590.25
9969,15733491,McGregor,512,Germany,Female,40,8,153537.57,2,0,0,23101.13
9970,15806360,Hou,609,France,Male,41,6,0,1,0,1,112585.19
9971,15587133,Thompson,518,France,Male,42,7,151027.05,2,1,0,119377.36
9972,15721377,Chou,833,France,Female,34,3,144751.81,1,0,0,166472.81
9973,15747927,Ch'in,758,France,Male,26,4,155739.76,1,1,0,171552.02
9974,15806455,Miller,611,France,Male,27,7,0,2,1,1,157474.1
9975,15695474,Barker,583,France,Male,33,7,122531.86,1,1,0,13549.24
9976,15666295,Smith,610,Germany,Male,50,1,113957.01,2,1,0,196526.55
9977,15656062,Azikiwe,637,France,Female,33,7,103377.81,1,1,0,84419.78
9978,15579969,Mancini,683,France,Female,32,9,0,2,1,1,24991.92
9979,15703563,P'eng,774,France,Male,40,9,93017.47,2,1,0,191608.97
9980,15692664,Diribe,677,France,Female,58,1,90022.85,1,0,1,2988.28
9981,15719276,T'ao,741,Spain,Male,35,6,74371.49,1,0,0,99595.67
9982,15672754,Burbidge,498,Germany,Male,42,3,152039.7,1,1,1,53445.17
9983,15768163,Griffin,655,Germany,Female,46,7,137145.12,1,1,0,115146.4
9984,15656710,Cocci,613,France,Male,40,4,0,1,0,0,151325.24
9985,15696175,Echezonachukwu,602,Germany,Male,35,7,90602.42,2,1,1,51695.41
9986,15586914,Nepean,659,France,Male,36,6,123841.49,2,1,0,96833
9987,15581736,Bartlett,673,Germany,Male,47,1,183579.54,2,0,1,34047.54
9988,15588839,Mancini,606,Spain,Male,30,8,180307.73,2,1,1,1914.41
9989,15589329,Pirozzi,775,France,Male,30,4,0,2,1,0,49337.84
9990,15605622,McMillan,841,Spain,Male,28,4,0,2,1,1,179436.6
9991,15798964,Nkemakonam,714,Germany,Male,33,3,35016.6,1,1,0,53667.08
9992,15769959,Ajuluchukwu,597,France,Female,53,4,88381.21,1,1,0,69384.71
9993,15657105,Chukwualuka,726,Spain,Male,36,2,0,1,1,0,195192.4
9994,15569266,Rahman,644,France,Male,28,7,155060.41,1,1,0,29179.52
9995,15719294,Wood,800,France,Female,29,2,0,2,0,0,167773.55
9996,15606229,Obijiaku,771,France,Male,39,5,0,2,1,0,96270.64
9997,15569892,Johnstone,516,France,Male,35,10,57369.61,1,1,1,101699.77
9998,15584532,Liu,709,France,Female,36,7,0,1,0,1,42085.58
9999,15682355,Sabbatini,772,Germany,Male,42,3,75075.31,2,1,0,92888.52
10000,15628319,Walker,792,France,Female,28,4,130142.79,1,1,0,38190.78
